id,FRAUDE,VALOR,HORA_AUX,Dist_max_NAL,Canal1,FECHA,COD_PAIS,CANAL,DIASEM,DIAMES,FECHA_VIN,OFICINA_VIN,SEXO,SEGMENTO,EDAD,INGRESOS,EGRESOS,NROPAISES,Dist_Sum_INTER,Dist_Mean_INTER,Dist_Max_INTER,NROCIUDADES,Dist_Mean_NAL,Dist_HOY,Dist_sum_NAL
9371786550,0,0,19,9.53,ATM_INT,20150502,US,ATM_INT,6,2,20060621,379,M,Personal,39,0,0,1,,,,3,9.43,4552.41,37.74
8898712664,0,8262,9,461.26,POS,20150512,US,POS,2,12,20040610,21,M,Preferencial,30,4500000,1300000,1,,,,8,125.25,4552.41,3506.89
7642791775,0,21141,20,1,POS,20150521,PA,POS,4,21,19960521,543,F,Personal Plus,43,10450000,1000000,1,,,,1,,1043.91,1
3332638956,0,24147,14,1,POS,20150525,US,POS,1,25,19830728,769,F,Personal Plus,59,6000000,5000000,1,,,,1,,4552.41,1
6753031247,1,24347,1,163.64,ATM_INT,20150517,EC,ATM_INT,0,17,20091015,246,F,Personal Plus,30,1350000,840000,1,,,,4,67.13,904.81,402.77
910934535,0,25093,18,279.77,POS,20150525,US,POS,1,25,19970717,259,M,Personal Plus,35,12400000,5900000,2,13657.23,4552.41,4552.41,3,107.68,4552.41,1184.46
5810027282,0,25448,10,243.62,POS,20150516,US,POS,6,16,19961204,116,M,Preferencial,39,20500000,5000000,1,,,,5,157.33,4552.41,3461.37
3871219488,0,25790,17,243.62,POS,20150525,DO,POS,1,25,20040110,319,M,Personal Plus,35,2100000,700000,1,,,,4,41.59,1674.2,623.78
303100947,0,28056,20,659.13,POS,20150511,US,POS,1,11,19940928,699,M,Preferencial,54,15326300,10000000,2,7709.08,3854.54,3854.54,6,212.13,4552.41,2121.26
6016794913,0,28462,20,782.14,POS,20150503,US,POS,0,3,20070615,749,M,Personal Plus,43,5300000,2300000,2,18209.64,4552.41,4552.41,3,525.58,4552.41,1576.74
6916794913,0,28462,20,782.14,POS,20150503,US,POS,0,3,20070615,749,M,Personal Plus,43,5300000,2300000,2,18209.64,4552.41,4552.41,3,525.58,4552.41,1576.74
7215388284,0,28603,10,330.51,POS,20150524,US,POS,0,24,20020128,935,M,Personal Plus,31,4000000,2000000,1,,,,7,73.32,4552.41,1613.14
8936454887,0,35460,10,626.82,POS,20150517,US,POS,0,17,20050426,487,F,Personal Plus,34,4580000,1000000,3,10076.05,3358.68,4552.41,2,626.82,4552.41,1253.63
5343577571,0,41600,14,1,POS,20150503,US,POS,0,3,19940707,16,F,Personal Plus,42,2098000,1500000,2,9104.82,4552.41,4552.41,1,,4552.41,1
9243577571,0,41600,14,1,POS,20150503,US,POS,0,3,19940707,16,F,Personal Plus,42,2098000,1500000,2,9104.82,4552.41,4552.41,1,,4552.41,1
7053084699,0,42028,20,48.49,POS,20150502,US,POS,6,2,20091109,48,F,Personal Plus,29,2900000,1300000,3,37210.03,12403.34,16328.81,3,31.7,4552.41,190.23
8353084699,0,42028,20,48.49,POS,20150502,US,POS,6,2,20091109,48,F,Personal Plus,29,2900000,1300000,3,37210.03,12403.34,16328.81,3,31.7,4552.41,190.23
2571797668,0,48711,22,28.64,POS,20150522,US,POS,5,22,20110215,310,M,Emprendedor,35,2500000,900000,1,,,,2,28.64,4552.41,57.28
2653008141,0,58301,0,1,POS,20150519,US,MCI,2,19,20040616,180,F,Personal Plus,31,8463000,1680000,2,18209.64,4552.41,4552.41,1,,4552.41,1
7555301991,0,58975,13,61.45,POS,20150520,US,POS,3,20,20030117,167,F,Emprendedor,31,7394000,3500000,2,9104.82,4552.41,4552.41,2,61.45,4552.41,553.03
3763329763,0,60353,15,733.11,POS,20150519,US,MCI,2,19,19910405,20,F,Personal Plus,49,3500000,1000000,1,,,,5,31.05,4552.41,2608.12
26900329151,0,64457,19,330.51,POS,20150516,US,MCI,6,16,20120821,850,,PYME,32,8321600,2084666,1,,,,8,148.43,4552.41,3710.79
916782603,0,66443,16,304.29,POS,20150501,US,MCI,5,1,19950804,737,M,Preferencial,45,7663500,8000000,2,4886.27,2443.14,2443.14,2,304.29,4552.41,608.58
2543049437,0,68991,16,12.01,POS,20150502,US,POS,6,2,19940601,310,F,Personal Plus,53,1500000,500000,2,27314.46,4552.41,4552.41,3,9.1,4552.41,45.52
7743049437,0,68991,16,12.01,POS,20150502,US,POS,6,2,19940601,310,F,Personal Plus,53,1500000,500000,2,27314.46,4552.41,4552.41,3,9.1,4552.41,45.52
798560697,0,70705,17,340.09,POS,20150519,US,POS,2,19,19951020,310,M,Personal Plus,42,3000000,1750000,1,,,,4,116.28,4552.41,1046.53
6379485319,1,73631,21,782.14,POS,20150512,US,POS,2,12,20010316,272,M,PYME,46,10000000,10000000,5,37088.92,4636.11,12485.51,15,257.87,4552.41,8767.46
2871777582,0,76607,11,273.76,POS,20150516,US,POS,6,16,19971029,310,M,Personal Plus,39,6000000,2000000,2,18209.64,4552.41,4552.41,3,106.98,4552.41,641.87
2252798818,0,77994,15,1,POS,20150502,US,POS,6,2,20040225,45,F,Personal Plus,35,2868320,1000000,1,,,,1,,4552.41,1
8252798818,0,77994,15,1,POS,20150502,US,POS,6,2,20040225,45,F,Personal Plus,35,2868320,1000000,1,,,,1,,4552.41,1
9513747600,0,80132,13,294.43,POS,20150526,PA,POS,2,26,20020208,793,M,Personal Plus,34,4000000,2000000,1,,,,3,274.96,1043.91,824.89
3380190531,0,86591,13,659.13,POS,20150501,US,POS,5,1,20070726,612,M,Personal Plus,30,8300000,2000000,4,33020.88,8255.22,14582.27,6,214.78,4552.41,2362.55
7080190531,0,86591,13,659.13,POS,20150501,US,POS,5,1,20070726,612,M,Personal Plus,30,8300000,2000000,4,33020.88,8255.22,14582.27,6,214.78,4552.41,2362.55
7022802602,0,93260,13,659.13,POS,20150515,US,POS,5,15,20010322,93,F,Personal Plus,35,6500000,2000000,2,9104.82,4552.41,4552.41,4,464.36,4552.41,1857.46
172346483,0,100283,22,614.04,POS,20150515,PA,POS,5,15,20010903,692,M,Personal Plus,30,2500000,200000,1,,,,2,614.04,1043.91,1228.07
8932299532,0,101749,18,23.59,POS,20150515,US,POS,5,15,20100831,693,F,Preferencial,30,17600000,3500000,1,,,,4,13.57,4552.41,108.57
3643255725,0,117085,14,23.59,POS,20150517,US,POS,0,17,20040116,542,F,Personal Plus,33,2500000,1000000,1,,,,4,14.26,4552.41,171.07
2671737346,0,120909,20,604.69,POS,20150503,US,MCI,0,3,19970709,267,M,Preferencial,42,20000000,18000000,3,5265.86,1053.17,1162.89,5,122.32,4552.41,3058.06
8771737346,0,120909,20,604.69,POS,20150503,US,MCI,0,3,19970709,267,M,Preferencial,42,20000000,18000000,3,5265.86,1053.17,1162.89,5,122.32,4552.41,3058.06
179901941,1,128711,16,1217.57,POS,20150529,US,MCI,5,29,20131202,31,M,Personal Plus,37,6760000,500000,1,,,,15,190.49,4552.41,4952.61
2879901941,1,128711,16,1217.57,POS,20150529,US,MCI,5,29,20131202,31,M,Personal Plus,37,6760000,500000,1,,,,15,190.49,4552.41,4952.61
5379901941,1,128711,16,1217.57,POS,20150529,US,MCI,5,29,20131202,31,M,Personal Plus,37,6760000,500000,1,,,,15,190.49,4552.41,4952.61
6579901941,1,128711,16,1217.57,POS,20150529,US,MCI,5,29,20131202,31,M,Personal Plus,37,6760000,500000,1,,,,15,190.49,4552.41,4952.61
8779901941,1,128711,16,1217.57,POS,20150529,US,MCI,5,29,20131202,31,M,Personal Plus,37,6760000,500000,1,,,,15,190.49,4552.41,4952.61
9679901941,1,128711,16,1217.57,POS,20150529,US,MCI,5,29,20131202,31,M,Personal Plus,37,6760000,500000,1,,,,15,190.49,4552.41,4952.61
4334042926,0,134399,22,1,POS,20150516,US,POS,6,16,20061219,60,F,Personal Plus,59,4000000,0,1,,,,1,,4552.41,1
1643868634,0,139304,21,470.32,POS,20150501,PA,POS,5,1,20060914,275,F,Personal Plus,35,9100000,3300000,1,,,,7,110.47,1043.91,4860.72
5943868634,0,139304,21,470.32,POS,20150501,PA,POS,5,1,20060914,275,F,Personal Plus,35,9100000,3300000,1,,,,7,110.47,1043.91,4860.72
3039781810,0,152000,11,733.11,POS,20150502,PR,POS,6,2,19950328,688,F,Personal Plus,45,2500000,500000,1,,,,2,733.11,1693.74,1466.21
5139781810,0,152000,11,733.11,POS,20150502,PR,POS,6,2,19950328,688,F,Personal Plus,45,2500000,500000,1,,,,2,733.11,1693.74,1466.21
265820559,0,159033,23,733.11,POS,20150517,US,POS,0,17,20010601,42,F,Personal Plus,32,4302540,800000,2,9104.82,4552.41,4552.41,5,187.96,4552.41,2443.42
1316482214,0,162028,13,25.02,POS,20150515,US,POS,5,15,20000530,728,M,Personal Plus,52,3391993,0,2,9104.82,4552.41,4552.41,2,25.02,4552.41,50.04
6843220276,0,176458,18,19.57,POS,20150529,AW,POS,5,29,19960830,543,F,Personal Plus,37,3500000,1500000,2,9104.82,4552.41,4552.41,4,12.69,971.23,88.83
5852997899,0,187391,15,235.64,POS,20150501,US,POS,5,1,20050729,180,F,Personal Plus,30,3500000,853000,2,3237.1,1618.55,1618.55,5,76.22,4552.41,609.73
7352997899,0,187391,15,235.64,POS,20150501,US,POS,5,1,20050729,180,F,Personal Plus,30,3500000,853000,2,3237.1,1618.55,1618.55,5,76.22,4552.41,609.73
775095449,1,203409,18,167.78,ATM_INT,20150518,US,ATM_INT,1,18,20050315,59,M,Personal Plus,34,2500000,2000000,1,,,,2,167.78,4552.41,671.13
2343221514,0,206428,17,183.96,POS,20150516,US,POS,6,16,20050920,267,F,Personal Plus,29,4130760,2500000,2,13657.23,4552.41,4552.41,4,94.25,4552.41,471.25
7098712664,0,211201,10,461.26,POS,20150512,US,POS,2,12,20040610,21,M,Preferencial,30,4500000,1300000,1,,,,8,125.25,4552.41,3506.89
5679693572,0,227295,18,48.19,POS,20150526,US,POS,2,26,19970617,42,M,Personal Plus,41,6000000,4000000,3,10914.44,2728.61,4552.41,3,37.17,4552.41,111.52
6837924747,0,233831,7,614.04,POS,20150521,US,POS,4,21,19891001,210,F,Preferencial,53,49600000,5000000,2,18209.64,4552.41,4552.41,3,577.37,4552.41,14434.25
8479912445,0,238949,0,179.83,POS,20150518,US,POS,1,18,20130314,227,M,Personal Plus,37,5800000,1500000,3,10946.17,2736.54,3854.54,2,179.83,4552.41,359.65
9171755730,0,238949,1,299.9,POS,20150516,US,POS,6,16,20041020,536,M,Emprendedor,40,5000000,1500000,1,,,,7,175.93,4552.41,2111.13
8652956578,1,239022,23,1,ATM_INT,20150521,PH,ATM_INT,4,21,20101027,54,F,Personal Plus,31,3000000,500000,3,12573.96,3143.49,4552.41,1,,17592.42,1
9552956578,1,239022,23,1,ATM_INT,20150521,PH,ATM_INT,4,21,20101027,54,F,Personal Plus,31,3000000,500000,3,12573.96,3143.49,4552.41,1,,17592.42,1
271631957,1,250337,5,293.7,POS,20150522,US,POS,5,22,19910117,245,M,PYME,52,8000000,8000000,1,,,,7,47.83,4552.41,2965.36
4119250764,0,250337,17,31.86,POS,20150522,US,POS,5,22,20020506,602,M,Personal Plus,61,2185211,500000,3,54793.61,6088.18,6526.97,2,31.86,4552.41,63.72
598662117,0,252203,13,238.8,POS,20150502,US,POS,6,2,19980224,29,M,Personal Plus,38,8400000,4600000,3,5324.92,1331.23,1618.55,4,52.33,4552.41,313.99
8698662117,0,252203,13,238.8,POS,20150502,US,POS,6,2,19980224,29,M,Personal Plus,38,8400000,4600000,3,5324.92,1331.23,1618.55,4,52.33,4552.41,313.99
9345493221,0,253010,15,659.13,POS,20150511,US,POS,1,11,19960214,210,F,Preferencial,44,4770333,1700000,1,,,,2,659.13,4552.41,1318.26
5852779428,1,257422,1,1,POS,20150529,US,MCI,5,29,20050627,932,F,Personal Plus,31,5040000,200000,1,,,,1,,4552.41,1
7452403292,0,263701,12,221.58,POS,20150524,US,POS,0,24,20030303,304,F,Personal Plus,39,7000000,5000000,1,,,,2,221.58,4552.41,443.16
8370720153,0,273118,13,340.09,POS,20150514,PA,POS,4,14,19970503,672,M,Preferencial,59,10501000,4978000,1,,,,6,89.16,1043.91,2585.65
3672284933,0,273501,11,733.11,POS,20150518,US,POS,1,18,20070103,248,M,Personal Plus,31,8000000,1500000,1,,,,7,197.69,4552.41,4349.19
5237924747,0,282424,7,614.04,POS,20150521,US,POS,4,21,19891001,210,F,Preferencial,53,49600000,5000000,2,18209.64,4552.41,4552.41,3,577.37,4552.41,14434.25
345493221,0,301674,11,659.13,POS,20150511,US,POS,1,11,19960214,210,F,Preferencial,44,4770333,1700000,1,,,,2,659.13,4552.41,1318.26
2543255725,0,311016,12,23.59,POS,20150517,US,POS,0,17,20040116,542,F,Personal Plus,33,2500000,1000000,1,,,,4,14.26,4552.41,171.07
2337924747,0,311164,9,614.04,POS,20150521,US,POS,4,21,19891001,210,F,Preferencial,53,49600000,5000000,2,18209.64,4552.41,4552.41,3,577.37,4552.41,14434.25
3124807411,0,316019,15,191.46,POS,20150529,US,POS,5,29,19930510,333,F,Emprendedor,51,213202263,166246440,1,,,,6,55.28,4552.41,1050.26
143580980,0,335114,0,340.09,POS,20150520,US,MCI,3,20,19941025,738,F,Preferencial,41,25000000,22000000,2,18209.64,4552.41,4552.41,6,67.96,4552.41,1019.33
4712647085,0,351012,23,652.6,POS,20150530,US,POS,6,30,20050408,524,M,Preferencial,35,8200000,200000,2,18209.64,4552.41,4552.41,7,317.76,4552.41,7626.26
10052521511,0,353979,15,1,POS,20150517,US,POS,0,17,20031219,37,F,Emprendedor,37,1500000,300000,2,9104.82,4552.41,4552.41,1,,4552.41,1
8971670260,0,359037,17,15.94,POS,20150505,US,POS,2,5,19930717,161,M,Personal Plus,49,2837146,1200000,1,,,,2,15.94,4552.41,95.62
8273167643,0,378645,11,1,POS,20150530,US,POS,6,30,20070817,602,M,Personal Plus,41,6000000,6000000,1,,,,1,,4552.41,1
9698667380,0,392212,16,243.62,POS,20150505,US,POS,2,5,19990819,277,M,Preferencial,36,8000000,4500000,2,9104.82,4552.41,4552.41,5,20.06,4552.41,782.22
7832487306,0,455413,9,1,POS,20150522,US,POS,5,22,19990715,613,F,Personal Plus,62,1785000,0,1,,,,1,,4552.41,1
5053000217,1,488451,12,1,POS,20150529,US,POS,5,29,20100219,231,F,Personal Plus,30,1800000,700000,1,,,,1,,4552.41,1
2643049437,0,519809,14,12.01,POS,20150502,US,POS,6,2,19940601,310,F,Personal Plus,53,1500000,500000,2,27314.46,4552.41,4552.41,3,9.1,4552.41,45.52
4243049437,0,519809,14,12.01,POS,20150502,US,POS,6,2,19940601,310,F,Personal Plus,53,1500000,500000,2,27314.46,4552.41,4552.41,3,9.1,4552.41,45.52
874981040,1,527201,19,698.52,POS,20150509,US,POS,6,9,19990727,516,M,Personal Plus,33,1500000,800000,1,,,,2,698.52,4552.41,1397.05
3872344448,0,527646,14,1,ATM_INT,20150530,US,ATM_INT,6,30,20040310,483,M,Personal Plus,30,30000000,0,2,31866.87,4552.41,4552.41,1,,4552.41,1
34371354,0,560142,13,671.25,POS,20150512,US,POS,2,12,20090831,248,M,Preferencial,51,33550000,1000000,2,5231.32,1743.77,1743.77,3,601.43,4552.41,16840.17
8279951442,0,573206,9,498.04,POS,20150501,US,POS,5,1,20040820,586,M,Personal Plus,36,2800000,1600000,2,4552.41,4552.41,4552.41,5,195.83,4552.41,2349.94
9579951442,0,573206,9,498.04,POS,20150501,US,POS,5,1,20040820,586,M,Personal Plus,36,2800000,1600000,2,4552.41,4552.41,4552.41,5,195.83,4552.41,2349.94
5372284933,0,611566,10,733.11,POS,20150518,US,POS,1,18,20070103,248,M,Personal Plus,31,8000000,1500000,1,,,,7,197.69,4552.41,4349.19
1453177089,0,671084,17,659.13,POS,20150527,PR,POS,3,27,20050228,652,F,Preferencial,29,12000000,3465000,4,50903.3,3635.95,4552.41,5,359,1693.74,6102.98
4052702076,0,713645,17,1,POS,20150517,DO,POS,0,17,20050214,363,F,Personal Plus,36,3000000,1000000,1,,,,1,,1674.2,1
1971266576,0,722006,18,996.19,POS,20150504,US,POS,1,4,20060511,2,M,Personal Plus,33,5000000,0,2,9104.82,4552.41,4552.41,5,420.44,4552.41,3783.99
6171266576,0,722006,18,996.19,POS,20150504,US,POS,1,4,20060511,2,M,Personal Plus,33,5000000,0,2,9104.82,4552.41,4552.41,5,420.44,4552.41,3783.99
4915242759,0,724236,14,996.19,POS,20150519,US,MCI,2,19,19820924,348,M,Preferencial,56,17000000,8000000,5,106664.24,6274.37,9032.69,5,490.91,4552.41,7363.69
6915242759,0,724236,14,996.19,POS,20150519,US,MCI,2,19,19820924,348,M,Preferencial,56,17000000,8000000,5,106664.24,6274.37,9032.69,5,490.91,4552.41,7363.69
1716256200,0,759402,16,292.27,ATM_INT,20150521,US,ATM_INT,4,21,19980327,19,M,Personal Plus,57,3200000,2100000,1,,,,6,32.08,4552.41,898.29
6570557880,1,772869,17,243.62,POS,20150530,US,MCI,6,30,19860801,600,M,Preferencial,52,23000000,9707000,2,3237.1,1618.55,1618.55,3,32.77,4552.41,655.4
5342999373,1,803081,10,574.65,POS,20150522,US,POS,5,22,19810112,600,F,Preferencial,54,20000000,14550000,2,6474.2,1618.55,1618.55,12,188.68,4552.41,4528.21
8553000217,1,814102,12,1,POS,20150529,US,POS,5,29,20100219,231,F,Personal Plus,30,1800000,700000,1,,,,1,,4552.41,1
3953009651,1,828648,18,1,ATM_INT,20150530,US,ATM_INT,6,30,20120201,71,F,Personal Plus,31,2000000,1200000,1,,,,1,,4552.41,1
9452387545,1,855264,0,659.13,POS,20150507,HN,MCI,4,7,20060330,304,F,Personal Plus,37,6000000,6000000,1,,,,3,481.71,2004.01,1926.84
5819382599,0,925607,17,1,POS,20150512,US,POS,2,12,20020212,237,M,Personal Plus,37,15000000,8000000,1,,,,1,,4552.41,1
1022432473,0,952612,13,671.25,POS,20150513,US,POS,3,13,19900601,477,F,Personal Plus,59,5000000,350000,1,,,,4,573.88,4552.41,8034.33
228357205,0,965648,19,10.34,POS,20150519,US,MCI,2,19,20020118,267,M,Emprendedor,31,2300000,600000,3,35899.1,8974.77,13397.14,3,8.85,4552.41,221.16
6737724025,1,974365,22,235.64,ATM_INT,20150519,CR,ATM_INT,2,19,20050707,207,F,Personal Plus,36,5000000,4000000,1,,,,2,235.64,1482.35,471.28
7172287325,1,974365,16,671.25,ATM_INT,20150519,CR,ATM_INT,2,19,20060823,773,M,Personal Plus,31,6000000,4000000,1,,,,8,208.64,1482.35,3755.52
9111233778,1,974365,16,27.29,ATM_INT,20150519,CR,ATM_INT,2,19,20130104,281,M,Personal Plus,31,1200000,1200000,1,,,,2,27.29,1482.35,54.57
5752886652,1,1024590,14,1,ATM_INT,20150530,CR,ATM_INT,6,30,20030710,217,F,Personal Plus,33,2100000,500000,1,,,,1,,1482.35,1
4413483011,1,1029688,21,399.63,POS,20150529,US,MCI,5,29,19850725,834,M,Personal Plus,48,15000000,5000000,2,9104.82,4552.41,4552.41,4,140.31,4552.41,982.18
4619231654,1,1029688,20,1,POS,20150529,US,MCI,5,29,19911024,590,M,Personal Plus,62,13120000,5000000,1,,,,1,,4552.41,1
830353555,1,1030492,22,180.82,POS,20150530,US,MCI,6,30,20000301,70,F,Personal Plus,44,3200000,2800000,1,,,,3,136.31,4552.41,954.15
3122655718,0,1048024,13,61.45,POS,20150501,US,POS,5,1,20020924,434,F,Personal Plus,33,1595993,150000,1,,,,2,61.45,4552.41,122.9
6122655718,0,1048024,13,61.45,POS,20150501,US,POS,5,1,20020924,434,F,Personal Plus,33,1595993,150000,1,,,,2,61.45,4552.41,122.9
8471611478,0,1051356,10,691.41,POS,20150505,PA,POS,2,5,19931001,961,M,Preferencial,53,34295000,12000000,4,42652.69,3877.52,7857.49,11,185.37,1043.91,6487.81
2998712664,0,1072696,23,461.26,POS,20150512,US,MCI,2,12,20040610,21,M,Preferencial,30,4500000,1300000,1,,,,8,125.25,4552.41,3506.89
6471780105,0,1097862,11,1,POS,20150521,PA,POS,4,21,19990202,272,M,Personal Plus,40,1300000,500000,1,,,,1,,1043.91,1
1543723803,0,1194745,16,349.31,POS,20150519,US,POS,2,19,19930920,21,F,Preferencial,46,13560000,9000000,1,,,,5,142.53,4552.41,3990.86
836302872,0,1203130,22,234.42,POS,20150513,US,MCI,3,13,20000609,534,F,PYME,34,56666000,37600750,1,,,,3,219.46,4552.41,1316.79
7294383669,1,1207060,18,243.62,POS,20150516,US,MCI,6,16,19981020,639,M,Preferencial,42,17827000,5800000,2,9104.82,4552.41,4552.41,4,236.5,4552.41,1892.02
8536531575,1,1207065,22,733.11,POS,20150518,US,MCI,1,18,19940512,71,F,Preferencial,62,1940070000,180846000,4,5661.81,1887.27,3646.67,3,439.42,4552.41,2197.08
8232723889,0,1216675,16,614.04,POS,20150506,US,MCI,3,6,19971112,486,F,Personal Plus,45,5000000,2000000,2,18209.64,4552.41,4552.41,2,614.04,4552.41,1228.07
5952418930,1,1244695,14,1,POS,20150523,US,POS,6,23,20140523,1,F,Personal,115,616000,1,2,4552.41,4552.41,4552.41,1,,4552.41,1
7210235278,0,1460656,17,181.91,POS,20150512,US,POS,2,12,20111027,424,M,Emprendedor,59,4000000,400000,1,,,,5,124.91,4552.41,999.27
4039790053,0,1517930,10,733.11,POS,20150507,US,POS,4,7,20110520,219,F,Personal Plus,43,5000000,3100000,1,,,,3,488.36,4552.41,1953.46
2271591342,0,1548270,17,243.62,POS,20150519,US,POS,2,19,19931124,929,M,Preferencial,54,20000000,0,1,,,,7,86.25,4552.41,2932.55
5014621105,1,1689891,18,304.29,POS,20150518,US,MCI,1,18,20000925,854,M,Preferencial,32,25843250,19752333,2,4552.41,4552.41,4552.41,4,107.37,4552.41,2791.74
6514621105,1,1689891,18,304.29,POS,20150518,US,MCI,1,18,20000925,854,M,Preferencial,32,25843250,19752333,2,4552.41,4552.41,4552.41,4,107.37,4552.41,2791.74
7942869946,0,1728707,14,23.59,POS,20150525,US,POS,1,25,19800903,412,F,Personal Plus,56,7000000,2500000,1,,,,3,23.55,4552.41,329.68
7127592100,0,1946680,22,1,POS,20150506,US,MCI,3,6,20010201,88,F,Personal Plus,34,2000000,900000,2,4552.41,4552.41,4552.41,1,,4552.41,1
584981040,1,2077791,19,698.52,POS,20150509,US,POS,6,9,19990727,516,M,Personal Plus,33,1500000,800000,1,,,,2,698.52,4552.41,1397.05
4652418930,1,2269303,15,1,POS,20150523,US,POS,6,23,20140523,1,F,Personal,115,616000,1,2,4552.41,4552.41,4552.41,1,,4552.41,1
4210237279,0,2414120,15,167.78,POS,20150519,US,MCI,2,19,19910701,859,M,Preferencial,57,4000000,23000000,5,37020.71,4627.59,8455.65,7,107.29,4552.41,1823.87
6510237279,0,2414131,20,167.78,POS,20150519,US,POS,2,19,19910701,859,M,Preferencial,57,4000000,23000000,5,37020.71,4627.59,8455.65,7,107.29,4552.41,1823.87
2650924640,1,2452103,1,498.04,POS,20150505,US,POS,2,5,19990118,483,F,Personal Plus,36,7760500,300000,2,27314.46,4552.41,4552.41,5,315.68,4552.41,2525.45
4298659466,1,2525890,18,26.34,POS,20150527,US,MCI,3,27,20070207,420,M,Personal Plus,39,3500000,2000000,2,4552.41,4552.41,4552.41,5,15.75,4552.41,661.52
6579624710,0,2639079,16,181.91,POS,20150515,DO,POS,5,15,20030211,202,M,Personal Plus,41,6000000,3000000,5,34082.07,4260.26,8351.75,4,103.31,1674.2,516.56
7791266011,1,3112165,5,286.84,POS,20150522,HK,POS,5,22,19740401,20,M,PYME,46,62148000,34880000,2,4552.41,4552.41,4552.41,2,286.84,17020.18,286.84
3032723889,0,3650025,16,614.04,POS,20150506,US,MCI,3,6,19971112,486,F,Personal Plus,45,5000000,2000000,2,18209.64,4552.41,4552.41,2,614.04,4552.41,1228.07
25804000580,0,3844496,19,289.23,POS,20150515,CA,MCI,5,15,19960410,814,,Emprendedor,37,28787667,22682000,1,,,,3,148.58,6526.97,297.17
7571785579,0,4812520,22,243.62,POS,20150513,US,MCI,3,13,19991202,268,M,Preferencial,36,8700000,5500000,3,7789.51,2596.5,4552.41,3,83.3,4552.41,583.13
7898563411,1,4891472,16,243.62,POS,20150530,FR,POS,6,30,19911011,167,M,Preferencial,42,12740000,3000000,1,,,,7,101.34,8455.65,3749.44
5020033725,1,7545000,21,1,POS,20150523,US,MCI,6,23,20041229,452,F,Preferencial,78,17154521,5000000,2,9104.82,4552.41,4552.41,1,,4552.41,1
5171788387,1,8648943,14,659.13,POS,20150522,US,POS,5,22,19970624,850,M,Preferencial,37,16806300,6000000,6,34697.38,4337.17,8407.35,7,176.39,4552.41,6879.22
8010237279,0,9557960,8,167.78,POS,20150519,US,POS,2,19,19910701,859,M,Preferencial,57,4000000,23000000,5,37020.71,4627.59,8455.65,7,107.29,4552.41,1823.87
3079786670,0,10000.08,12,659.13,POS,20150527,US,POS,3,27,20090504,582,M,Preferencial,39,19980000,10000000,2,4175.65,1043.91,1043.91,7,151.2,4552.41,2419.14
5271777582,0,100000.01,10,273.76,POS,20150516,US,POS,6,16,19971029,310,M,Personal Plus,39,6000000,2000000,2,18209.64,4552.41,4552.41,3,106.98,4552.41,641.87
3571786780,0,100059.07,17,243.62,POS,20150503,PR,POS,0,3,20000405,430,M,Personal Plus,39,11129700,1100000,2,6774.94,1693.74,1693.74,4,63.07,1693.74,630.74
6771786780,0,100059.07,17,243.62,POS,20150503,PR,POS,0,3,20000405,430,M,Personal Plus,39,11129700,1100000,2,6774.94,1693.74,1693.74,4,63.07,1693.74,630.74
2449765300,0,1001535.48,23,532.78,POS,20150521,US,MCI,4,21,19971009,524,F,PYME,44,190148500,209727500,2,9104.82,4552.41,4552.41,2,532.78,4552.41,532.78
6032703423,0,1002790.03,17,614.04,POS,20150505,US,POS,2,5,19930607,86,F,Personal Plus,48,7000000,4600000,2,9104.82,4552.41,4552.41,2,614.04,4552.41,4912.3
4738852658,0,100358.05,8,212.93,POS,20150518,PA,POS,1,18,19970610,760,F,Personal Plus,61,7000000,5000000,2,4552.41,4552.41,4552.41,3,120.88,1043.91,483.53
71018433653,1,100707.53,5,250.24,ATM_INT,20150507,US,ATM_INT,4,7,20090120,186,F,Personal Plus,25,1269000,350000,1,,,,3,195.19,4552.41,975.95
8437837900,0,1008406.04,23,340.09,POS,20150501,US,POS,5,1,19830520,850,F,Preferencial,59,6000000,3000000,2,9104.82,4552.41,4552.41,7,174.65,4552.41,2794.43
9037837900,0,1008406.04,23,340.09,POS,20150501,US,POS,5,1,19830520,850,F,Preferencial,59,6000000,3000000,2,9104.82,4552.41,4552.41,7,174.65,4552.41,2794.43
5098552025,0,100935.36,8,10.34,POS,20150506,US,MCI,3,6,19971016,344,M,Personal Plus,45,3600000,1300000,1,,,,2,10.34,4552.41,20.67
5679363245,1,1009723.4,21,1217.57,ATM_INT,20150526,CR,ATM_INT,2,26,19960802,567,M,Personal Plus,50,14799028,4500000,3,18577.6,6192.53,9284.13,7,262.42,1482.35,4198.68
3430270547,0,101165.2,22,1,POS,20150521,US,MCI,4,21,19931101,70,F,Personal Plus,56,15000000,6000000,1,,,,1,,4552.41,1
5022655718,0,101229.08,17,61.45,POS,20150501,US,POS,5,1,20020924,434,F,Personal Plus,33,1595993,150000,1,,,,2,61.45,4552.41,122.9
8422655718,0,101229.08,17,61.45,POS,20150501,US,POS,5,1,20020924,434,F,Personal Plus,33,1595993,150000,1,,,,2,61.45,4552.41,122.9
2364560,0,101355.06,17,1,POS,20150511,US,POS,1,11,20101117,191,F,Personal Plus,33,1473379,500000,1,,,,1,,4552.41,1
